1,1,1,13,1,0.25,3.92,112.68,1,2,0,0,4,5,3,6,3,8,15,45,60,33,97,1,1,0,0,2,0,0,17,2,0.25,3.92,103.45,1,5,2,1,2,1,2,4,6,10,9,27.2,54.5,36,90,1,1,0,0,3,0.25,0,18,3,0.25,3.92,103.12,1,0,0,0,4,1,3,2,5,15,12,20,40,44,81,0,0,1,0,4,0.5,0,19,4,0.5,3.92,103.66,1,0,0,0,1,2,1,2,2,4,11.1,33.3,55.5,46,76,1,0,1,0,5,0,0,22,5,0.5,3.92,98.35,0,0,0,0,2,1,2,1,2,12,11.7,17.6,29.4,38,87,0,0,1,0,6,0,0,20,6,0.5,3.92,97.31,5,9,4,1,0,0,3,2,4,13,13.6,22.7,40.9,34,90,0,0,0,1,7,0.125,0,20,6,0.5,3.92,103.18,9,0,0,0,4,1,3,2,4,13,13.6,22.7,40.9,43,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.5,0,22,1,0.0625,3.92,72,1,3,1,0,1,0,1,1,7,8,5.8,11.7,52.9,26,109,0,0,0,1,2,0,0,22,2,0.0625,3.93,69.57,1,3,3,1,2,0,1,5,3,11,5,30,45,32,95,1,1,0,0,3,0.25,0,21,3,0.0625,3.85,69.38,0,0,0,0,4,3,2,5,2,9,11.1,38.8,50,48,74,0,0,1,0,4,1,0,25,4,0.0625,3.85,68.82,3,0,0,0,3,4,2,5,5,11,8.6,30.4,52.1,51,63,1,0,1,0,5,0,0,28,5,0.0625,3.92,65.61,0,0,0,0,1,0,0,1,1,16,0,5.5,11.1,40,90,0,0,1,0,6,0.125,0,25,6,0.0625,3.85,64.66,8,3,1,0,1,0,1,1,2,14,5.5,11.1,22.2,38,93,1,1,0,0,7,0,0,30,6,0.0625,3.86,63.22,1,0,0,0,0,0,0,0,0,22,0,0,0,42,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,20,1,0.0625,3.92,73.73,0,0,0,1,8,3,4,8,7,8,14.8,44.4,70.3,52,61,1,0,1,0,2,0.5,0,20,2,0.0625,3.93,71.83,3,0,0,0,2,0,2,0,2,9,15.3,15.3,30.7,45,98,1,0,0,1,3,0,0,21,3,0.0625,3.92,69.38,5,10,6,1,0,0,2,5,2,9,11.1,38.8,50,36,99,1,0,0,1,4,0,0,26,4,0.0625,3.93,68.19,2,0,0,0,2,1,1,2,5,13,4.7,14.2,38,52,61,0,0,1,0,5,0.125,0,28,5,0.0625,3.86,66.47,0,0,0,0,0,0,0,0,5,16,0,0,23.8,51,61,1,0,1,0,6,0.25,0,22,6,0.0625,3.92,65.95,1,4,2,1,1,0,3,1,1,17,13.6,18.1,22.7,43,84,1,0,1,0,7,0,0,26,6,0.0625,3.85,64.38,2,0,0,0,0,0,0,0,3,15,0,0,16.6,53,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,19,1,0.0625,3.92,72.79,5,6,5,2,1,2,3,7,6,8,12.5,41.6,66.6,45,77,0,0,0,1,2,0,0,21,2,0.0625,3.85,72.4,1,6,4,2,2,0,4,4,1,8,23.5,47,52.9,23,117,1,0,0,1,3,0.5,0,23,3,0.0625,3.85,71.2,1,1,0,0,4,1,2,3,3,8,12.5,31.2,50,36,96,0,0,1,0,4,0.125,0,23,4,0.0625,3.92,68.45,0,0,0,0,1,2,1,2,6,11,5,15,45,33,95,1,0,1,0,5,0,0,24,5,0.0625,3.92,67.57,4,2,1,2,4,1,5,3,0,13,23.8,38,38,34,94,0,1,0,0,6,0.25,0,30,6,0.0625,3.86,67.42,0,0,0,0,0,0,0,0,2,5,0,0,28.5,25,117,0,0,0,1,7,0,0,27,6,0.0625,3.85,66.47,7,0,0,0,1,1,0,2,5,14,0,9.5,33.3,57,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,18,1,0.03125,3.93,86.16,3,0,0,1,2,3,1,5,1,12,5.2,31.5,36.8,29,99,1,0,0,1,2,0.5,0,20,2,0.03125,3.92,84.44,0,0,0,0,1,3,1,3,5,9,5.5,22.2,50,37,90,1,0,1,0,3,0.25,0,19,3,0.015625,3.92,83.65,2,1,0,0,3,2,2,3,3,15,8.6,21.7,34.7,36,90,0,0,1,0,4,0,0,21,4,0.03125,3.92,81.37,1,0,0,0,4,3,0,7,2,18,0,25.9,33.3,33,92,0,0,1,0,5,0.125,0,25,5,0.03125,3.93,79.29,1,1,0,0,1,0,1,0,2,21,4.1,4.1,12.5,44,80,1,0,1,0,6,0,0,23,6,0.03125,3.92,79,0,0,0,0,1,0,1,0,0,11,8.3,8.3,8.3,50,64,1,0,1,0,7,0,0,22,6,0.015625,3.85,78.62,1,0,0,0,0,0,0,0,0,16,0,0,0,41,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,16,1,0.03125,3.77,85.91,2,1,1,4,5,0,4,6,3,11,16.6,41.6,54.1,29,109,1,0,0,1,2,0.5,0,18,2,0.03125,3.92,85.61,6,0,0,0,3,4,1,6,3,11,4.7,33.3,47.6,37,88,1,0,1,0,3,0.25,0,20,3,0.015625,3.92,83.23,0,0,0,0,0,0,0,0,6,15,0,0,28.5,52,63,1,0,1,0,4,0.125,0,19,4,0.03125,3.86,82.44,0,0,0,0,0,2,0,2,3,13,0,11.1,27.7,43,82,1,0,1,0,5,0,0,22,5,0.015625,3.92,82.31,1,0,0,0,2,0,0,2,3,12,0,11.7,29.4,46,74,0,0,1,0,6,0,0,25,6,0.03125,3.92,79.42,1,0,0,0,2,0,1,1,2,17,4.7,9.5,19,42,83,0,0,1,0,7,0,0,24,6,0.03125,3.92,77.22,2,4,0,0,0,1,0,1,0,17,0,5.5,5.5,32,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,14,1,0.015625,3.86,89.38,6,8,1,4,1,0,4,2,3,9,22.2,33.3,50,28,109,0,0,0,1,2,0.5,0,17,2,0.015625,3.92,88.73,6,0,0,0,4,1,2,3,6,9,10,25,55,38,91,0,0,1,0,3,0,0,14,3,0.015625,3.92,88.45,1,4,1,3,6,0,6,4,2,12,25,41.6,50,34,91,0,1,0,0,4,0.25,0,16,4,0.03125,3.86,82.8,0,13,5,1,1,1,3,5,1,12,14.2,38,42.8,36,105,1,0,0,1,5,0.125,0,20,5,0.03125,3.92,81.9,2,0,0,0,3,2,3,2,5,11,14.2,23.8,47.6,39,95,0,0,1,0,6,0,0,21,6,0.03125,3.92,81.52,4,0,0,1,1,2,1,3,1,16,4.7,19,23.8,47,74,0,0,1,0,7,0,0,19,6,0.03125,3.92,80.23,2,6,3,1,2,0,0,6,0,15,0,28.5,28.5,34,105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,13,1,0.015625,3.92,93.04,4,0,0,0,10,1,5,6,6,7,20.8,45.8,70.8,44,76,0,0,1,0,2,0.5,0,13,2,0.015625,3.93,88.28,7,5,3,4,3,0,6,4,2,9,28.5,47.6,57.1,24,113,0,0,0,1,3,0,0,17,3,0.015625,3.92,86.7,5,0,0,0,2,2,2,2,6,14,8.3,16.6,41.6,49,73,0,0,1,0,4,0,0,16,4,0.03125,3.92,84.48,3,3,0,8,2,0,7,3,1,14,28,40,44,42,87,1,1,0,0,5,0.25,0,20,5,0.03125,3.92,83.8,3,0,0,0,0,3,0,3,6,12,0,14.2,42.8,38,88,0,0,1,0,6,0,0,17,6,0.03125,3.92,83.23,1,14,8,0,0,0,2,6,3,10,9.5,38,52.3,34,103,0,0,0,1,7,0.125,0,19,6,0.015625,3.93,82.71,4,0,0,0,4,1,4,1,2,14,19,23.8,33.3,50,71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,17,1,0.0625,3.92,74.23,5,8,4,5,2,1,9,3,1,8,42.8,57.1,61.9,35,96,0,0,0,1,2,1,0,14,2,0.0625,3.86,73.82,1,10,11,0,2,1,5,9,5,10,17.2,48.2,65.5,37,94,2,0,0,1,3,0,0,20,3,0.0625,3.92,73.19,0,0,0,0,4,2,3,3,6,9,14.2,28.5,57.1,35,90,0,0,1,0,4,0.5,0,19,4,0.0625,3.92,73,5,0,0,1,6,3,3,7,1,10,14.2,47.6,52.3,46,76,2,0,1,0,5,0.125,0,15,5,0.0625,3.86,72.85,2,11,6,3,1,2,7,5,1,8,33.3,57.1,61.9,27,113,2,0,0,1,6,0,0,20,6,0.0625,3.93,72.06,1,0,0,0,3,1,1,3,4,9,5.8,23.5,47,37,93,1,0,1,0,7,0.25,0,23,6,0.0625,3.92,68.22,1,2,0,2,0,0,1,1,4,12,5.5,11.1,33.3,33,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.125,0,13,1,0.015625,3.92,94.11,7,0,0,0,6,8,5,9,7,6,18.5,51.8,77.7,38,90,0,0,1,0,2,1,0,8,2,0.015625,3.92,93.12,7,13,7,2,1,3,5,8,3,8,20.8,54.1,66.6,29,100,1,0,0,1,3,0,0,14,3,0.015625,3.92,90.87,1,1,0,1,2,0,1,2,1,4,12.5,37.5,50,33,101,1,1,0,0,4,0,0,14,4,0.015625,3.92,90.61,1,0,0,1,2,2,3,2,2,7,21.4,35.7,50,35,92,0,0,1,0,5,0.25,0,15,5,0.015625,3.92,89.44,2,0,0,0,3,0,1,2,5,11,5.2,15.7,42.1,41,81,1,0,1,0,6,0,0,15,6,0.03125,3.85,86.36,1,9,4,4,0,0,5,3,3,8,26.3,42.1,57.8,23,115,0,0,0,1,7,0.5,0,18,6,0.015625,3.92,85.76,0,0,0,0,4,0,2,2,2,8,14.2,28.5,42.8,38,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
